nama_variabel,nama_wilayah,tahun,jenis_kelamin,tipe_daerah,presentase
Keluhan Kesehatan Masyarakat,Jawa Tengah,2018,laki_laki,gabungan,32.36097928
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2018,laki_laki,gabungan,34.1092662
Keluhan Kesehatan Masyarakat,Jawa Timur,2018,laki_laki,gabungan,32.28837987
Keluhan Kesehatan Masyarakat,Banten,2018,laki_laki,gabungan,30.86631852
Keluhan Kesehatan Masyarakat,Bali,2018,laki_laki,gabungan,29.01163119
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2018,laki_laki,gabungan,36.64752165
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2018,laki_laki,gabungan,36.05179241
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2018,laki_laki,gabungan,27.37507832
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2018,laki_laki,gabungan,26.67006864
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2018,laki_laki,gabungan,31.31664634
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2018,laki_laki,gabungan,26.12714824
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2018,laki_laki,gabungan,29.30459554
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2018,laki_laki,gabungan,27.94832452
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2018,laki_laki,gabungan,29.76896811
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2018,laki_laki,gabungan,27.93710367
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2018,laki_laki,gabungan,25.79714813
Keluhan Kesehatan Masyarakat,Gorontalo,2018,laki_laki,gabungan,35.88780527
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2018,laki_laki,gabungan,28.72748856
Keluhan Kesehatan Masyarakat,Maluku,2018,laki_laki,gabungan,19.3445778
Keluhan Kesehatan Masyarakat,Maluku Utara,2018,laki_laki,gabungan,19.07418681
Keluhan Kesehatan Masyarakat,Papua Barat,2018,laki_laki,gabungan,21.92220238
Keluhan Kesehatan Masyarakat,Papua,2018,laki_laki,gabungan,17.40215176
Keluhan Kesehatan Masyarakat,INDONESIA,2018,laki_laki,gabungan,29.35695054
Keluhan Kesehatan Masyarakat,Aceh,2018,perempuan,perkotaan,29.6106079
Keluhan Kesehatan Masyarakat,Sumatera Utara,2018,perempuan,perkotaan,26.25907943
Keluhan Kesehatan Masyarakat,Sumatera Barat,2018,perempuan,perkotaan,32.32209175
Keluhan Kesehatan Masyarakat,Riau,2018,perempuan,perkotaan,29.76740908
Keluhan Kesehatan Masyarakat,Jambi,2018,perempuan,perkotaan,21.85224871
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2018,perempuan,perkotaan,34.17389456
Keluhan Kesehatan Masyarakat,Bengkulu,2018,perempuan,perkotaan,25.59071117
Keluhan Kesehatan Masyarakat,Lampung,2018,perempuan,perkotaan,30.61082332
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2018,perempuan,perkotaan,32.33926004
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2018,perempuan,perkotaan,23.03797949
Keluhan Kesehatan Masyarakat,DKI Jakarta,2018,perempuan,perkotaan,30.74651166
Keluhan Kesehatan Masyarakat,Jawa Barat,2018,perempuan,perkotaan,31.87301478
Keluhan Kesehatan Masyarakat,Jawa Tengah,2018,perempuan,perkotaan,36.87884404
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2018,perempuan,perkotaan,36.1691603
Keluhan Kesehatan Masyarakat,Jawa Timur,2018,perempuan,perkotaan,35.11605961
Keluhan Kesehatan Masyarakat,Banten,2018,perempuan,perkotaan,31.61994724
Keluhan Kesehatan Masyarakat,Bali,2018,perempuan,perkotaan,28.81808647
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2018,perempuan,perkotaan,41.12851012
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2018,perempuan,perkotaan,36.91939608
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2018,perempuan,perkotaan,28.8636211
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2018,perempuan,perkotaan,28.74904811
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2018,perempuan,perkotaan,34.66215697
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2018,perempuan,perkotaan,31.3386807
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2018,perempuan,perkotaan,31.17333236
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2018,perempuan,perkotaan,27.68841344
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2018,perempuan,perkotaan,34.82959257
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2018,perempuan,perkotaan,31.88111461
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2018,perempuan,perkotaan,28.53314151
Keluhan Kesehatan Masyarakat,Gorontalo,2018,perempuan,perkotaan,36.01396091
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2018,perempuan,perkotaan,31.37825767
Keluhan Kesehatan Masyarakat,Maluku,2018,perempuan,perkotaan,20.56827812
Keluhan Kesehatan Masyarakat,Maluku Utara,2018,perempuan,perkotaan,21.56904235
Keluhan Kesehatan Masyarakat,Papua Barat,2018,perempuan,perkotaan,27.26274418
Keluhan Kesehatan Masyarakat,Papua,2018,perempuan,perkotaan,21.03707896
Keluhan Kesehatan Masyarakat,INDONESIA,2018,perempuan,perkotaan,32.3273906
Keluhan Kesehatan Masyarakat,Aceh,2018,perempuan,perdesaan,34.18280236
Keluhan Kesehatan Masyarakat,Sumatera Utara,2018,perempuan,perdesaan,25.98954857
Keluhan Kesehatan Masyarakat,Sumatera Barat,2018,perempuan,perdesaan,31.00303285
Keluhan Kesehatan Masyarakat,Riau,2018,perempuan,perdesaan,31.07443936
Keluhan Kesehatan Masyarakat,Jambi,2018,perempuan,perdesaan,24.30529808
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2018,perempuan,perdesaan,28.09418378
Keluhan Kesehatan Masyarakat,Bengkulu,2018,perempuan,perdesaan,29.77792641
Keluhan Kesehatan Masyarakat,Lampung,2018,perempuan,perdesaan,32.50663143
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2018,perempuan,perdesaan,30.73127619
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2018,perempuan,perdesaan,25.63601367
Keluhan Kesehatan Masyarakat,DKI Jakarta,2018,perempuan,perdesaan,0
Keluhan Kesehatan Masyarakat,Jawa Barat,2018,perempuan,perdesaan,34.74683761
Keluhan Kesehatan Masyarakat,Jawa Tengah,2018,perempuan,perdesaan,35.72383386
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2018,perempuan,perdesaan,37.36342494
Keluhan Kesehatan Masyarakat,Jawa Timur,2018,perempuan,perdesaan,35.44924158
Keluhan Kesehatan Masyarakat,Banten,2018,perempuan,perdesaan,39.96001182
Keluhan Kesehatan Masyarakat,Bali,2018,perempuan,perdesaan,37.14729481
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2018,perempuan,perdesaan,39.92729242
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2018,perempuan,perdesaan,40.03345767
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2018,perempuan,perdesaan,30.65444765
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2018,perempuan,perdesaan,30.49674908
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2018,perempuan,perdesaan,35.76456174
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2018,perempuan,perdesaan,26.19728395
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2018,perempuan,perdesaan,35.85193487
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2018,perempuan,perdesaan,32.61934367
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2018,perempuan,perdesaan,32.52722791
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2018,perempuan,perdesaan,29.7632655
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2018,perempuan,perdesaan,30.65216782
Keluhan Kesehatan Masyarakat,Gorontalo,2018,perempuan,perdesaan,39.30168131
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2018,perempuan,perdesaan,29.85390238
Keluhan Kesehatan Masyarakat,Maluku,2018,perempuan,perdesaan,20.7179256
Keluhan Kesehatan Masyarakat,Maluku Utara,2018,perempuan,perdesaan,20.5599905
Keluhan Kesehatan Masyarakat,Papua Barat,2018,perempuan,perdesaan,24.40031658
Keluhan Kesehatan Masyarakat,Papua,2018,perempuan,perdesaan,16.62021917
Keluhan Kesehatan Masyarakat,INDONESIA,2018,perempuan,perdesaan,32.89221427
Keluhan Kesehatan Masyarakat,Aceh,2018,perempuan,gabungan,32.75607906
Keluhan Kesehatan Masyarakat,Sumatera Utara,2018,perempuan,gabungan,26.13230562
Keluhan Kesehatan Masyarakat,Sumatera Barat,2018,perempuan,gabungan,31.58490819
Keluhan Kesehatan Masyarakat,Riau,2018,perempuan,gabungan,30.54495272
Keluhan Kesehatan Masyarakat,Jambi,2018,perempuan,gabungan,23.51287406
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2018,perempuan,gabungan,30.3834228
Keluhan Kesehatan Masyarakat,Bengkulu,2018,perempuan,gabungan,28.38519119
Keluhan Kesehatan Masyarakat,Lampung,2018,perempuan,gabungan,31.93642593
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2018,perempuan,gabungan,31.60193543
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2018,perempuan,gabungan,23.40247524
Keluhan Kesehatan Masyarakat,DKI Jakarta,2018,perempuan,gabungan,30.74651166
Keluhan Kesehatan Masyarakat,Jawa Barat,2018,perempuan,gabungan,32.61797871
Keluhan Kesehatan Masyarakat,Jawa Tengah,2018,perempuan,gabungan,36.31670125
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2018,perempuan,gabungan,36.49807593
Keluhan Kesehatan Masyarakat,Jawa Timur,2018,perempuan,gabungan,35.27541353
Keluhan Kesehatan Masyarakat,Banten,2018,perempuan,gabungan,34.01727733
Keluhan Kesehatan Masyarakat,Bali,2018,perempuan,gabungan,31.65564836
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2018,perempuan,gabungan,40.48700091
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2018,perempuan,gabungan,39.32731471
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2018,perempuan,gabungan,30.04106156
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2018,perempuan,gabungan,29.81231606
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2018,perempuan,gabungan,35.2517552
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2018,perempuan,gabungan,29.66171712
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2018,perempuan,gabungan,33.10581416
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2018,perempuan,gabungan,30.11798308
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2018,perempuan,gabungan,33.18213776
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2018,perempuan,gabungan,30.64172171
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2018,perempuan,gabungan,29.84045658
Keluhan Kesehatan Masyarakat,Gorontalo,2018,perempuan,gabungan,38.00784276
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2018,perempuan,gabungan,30.22116376
Keluhan Kesehatan Masyarakat,Maluku,2018,perempuan,gabungan,20.65510093
Keluhan Kesehatan Masyarakat,Maluku Utara,2018,perempuan,gabungan,20.85076001
Keluhan Kesehatan Masyarakat,Papua Barat,2018,perempuan,gabungan,25.57113288
Keluhan Kesehatan Masyarakat,Papua,2018,perempuan,gabungan,17.8151688
Keluhan Kesehatan Masyarakat,INDONESIA,2018,perempuan,gabungan,32.58310578
Keluhan Kesehatan Masyarakat,Aceh,2019,laki_laki,perkotaan,26.96970027
Keluhan Kesehatan Masyarakat,Sumatera Utara,2019,laki_laki,perkotaan,24.24928169
Keluhan Kesehatan Masyarakat,Sumatera Barat,2019,laki_laki,perkotaan,28.73359808
Keluhan Kesehatan Masyarakat,Riau,2019,laki_laki,perkotaan,25.02889999
Keluhan Kesehatan Masyarakat,Jambi,2019,laki_laki,perkotaan,19.6598062
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2019,laki_laki,perkotaan,33.13770125
Keluhan Kesehatan Masyarakat,Bengkulu,2019,laki_laki,perkotaan,29.99039103
Keluhan Kesehatan Masyarakat,Lampung,2019,laki_laki,perkotaan,29.73694446
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2019,laki_laki,perkotaan,33.4258088
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2019,laki_laki,perkotaan,19.10883503
Keluhan Kesehatan Masyarakat,DKI Jakarta,2019,laki_laki,perkotaan,27.42923763
Keluhan Kesehatan Masyarakat,Jawa Barat,2019,laki_laki,perkotaan,30.09744442
Keluhan Kesehatan Masyarakat,Jawa Tengah,2019,laki_laki,perkotaan,32.07356813
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2019,laki_laki,perkotaan,32.35542237
Keluhan Kesehatan Masyarakat,Jawa Timur,2019,laki_laki,perkotaan,33.4043739
Keluhan Kesehatan Masyarakat,Banten,2019,laki_laki,perkotaan,31.33644438
Keluhan Kesehatan Masyarakat,Bali,2019,laki_laki,perkotaan,26.4274731
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2019,laki_laki,perkotaan,40.75967433
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2019,laki_laki,perkotaan,37.92521861
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2019,laki_laki,perkotaan,24.50953088
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2019,laki_laki,perkotaan,27.21260169
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2019,laki_laki,perkotaan,32.70809587
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2019,laki_laki,perkotaan,26.4103609
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2019,laki_laki,perkotaan,26.53362738
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2019,laki_laki,perkotaan,26.25172114
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2019,laki_laki,perkotaan,32.76330124
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2019,laki_laki,perkotaan,29.99484541
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2019,laki_laki,perkotaan,29.05517552
Keluhan Kesehatan Masyarakat,Gorontalo,2019,laki_laki,perkotaan,39.50057236
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2019,laki_laki,perkotaan,25.89751293
Keluhan Kesehatan Masyarakat,Maluku,2019,laki_laki,perkotaan,19.14304481
Keluhan Kesehatan Masyarakat,Maluku Utara,2019,laki_laki,perkotaan,18.84783784
Keluhan Kesehatan Masyarakat,Papua Barat,2019,laki_laki,perkotaan,22.2881766
Keluhan Kesehatan Masyarakat,Papua,2019,laki_laki,perkotaan,16.73503474
Keluhan Kesehatan Masyarakat,INDONESIA,2019,laki_laki,perkotaan,29.94703954
Keluhan Kesehatan Masyarakat,Aceh,2019,laki_laki,perdesaan,27.37347703
Keluhan Kesehatan Masyarakat,Sumatera Utara,2019,laki_laki,perdesaan,24.85858527
Keluhan Kesehatan Masyarakat,Sumatera Barat,2019,laki_laki,perdesaan,27.14932577
Keluhan Kesehatan Masyarakat,Riau,2019,laki_laki,perdesaan,25.20362203
Keluhan Kesehatan Masyarakat,Jambi,2019,laki_laki,perdesaan,21.06453215
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2019,laki_laki,perdesaan,27.94545271
Keluhan Kesehatan Masyarakat,Bengkulu,2019,laki_laki,perdesaan,27.80529157
Keluhan Kesehatan Masyarakat,Lampung,2019,laki_laki,perdesaan,35.49196479
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2019,laki_laki,perdesaan,27.56797409
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2019,laki_laki,perdesaan,22.42332425
Keluhan Kesehatan Masyarakat,DKI Jakarta,2019,laki_laki,perdesaan,-
Keluhan Kesehatan Masyarakat,Jawa Barat,2019,laki_laki,perdesaan,34.32962963
Keluhan Kesehatan Masyarakat,Jawa Tengah,2019,laki_laki,perdesaan,37.66287397
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2019,laki_laki,perdesaan,37.38082564
Keluhan Kesehatan Masyarakat,Jawa Timur,2019,laki_laki,perdesaan,35.28077492
Keluhan Kesehatan Masyarakat,Banten,2019,laki_laki,perdesaan,35.68859542
Keluhan Kesehatan Masyarakat,Bali,2019,laki_laki,perdesaan,32.22654954
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2019,laki_laki,perdesaan,47.09613731
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2019,laki_laki,perdesaan,38.54513489
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2019,laki_laki,perdesaan,27.3885329
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2019,laki_laki,perdesaan,24.9624771
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2019,laki_laki,perdesaan,33.25254287
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2019,laki_laki,perdesaan,21.68313848
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2019,laki_laki,perdesaan,25.97212148
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2019,laki_laki,perdesaan,29.75056643
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2019,laki_laki,perdesaan,29.61027207
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2019,laki_laki,perdesaan,27.36307896
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2019,laki_laki,perdesaan,25.74716972
Keluhan Kesehatan Masyarakat,Gorontalo,2019,laki_laki,perdesaan,32.56550045
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2019,laki_laki,perdesaan,26.16010745
Keluhan Kesehatan Masyarakat,Maluku,2019,laki_laki,perdesaan,17.26355443
Keluhan Kesehatan Masyarakat,Maluku Utara,2019,laki_laki,perdesaan,15.81895796
Keluhan Kesehatan Masyarakat,Papua Barat,2019,laki_laki,perdesaan,25.02525099
Keluhan Kesehatan Masyarakat,Papua,2019,laki_laki,perdesaan,14.16812101
Keluhan Kesehatan Masyarakat,INDONESIA,2019,laki_laki,perdesaan,31.5975137
Keluhan Kesehatan Masyarakat,Aceh,2019,laki_laki,gabungan,27.23946624
Keluhan Kesehatan Masyarakat,Sumatera Utara,2019,laki_laki,gabungan,24.52359091
Keluhan Kesehatan Masyarakat,Sumatera Barat,2019,laki_laki,gabungan,27.90219528
Keluhan Kesehatan Masyarakat,Riau,2019,laki_laki,gabungan,25.13212182
Keluhan Kesehatan Masyarakat,Jambi,2019,laki_laki,gabungan,20.60680125
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2019,laki_laki,gabungan,29.89140048
Keluhan Kesehatan Masyarakat,Bengkulu,2019,laki_laki,gabungan,28.53448514
Keluhan Kesehatan Masyarakat,Lampung,2019,laki_laki,gabungan,33.71035229
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2019,laki_laki,gabungan,30.84500334
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2019,laki_laki,gabungan,19.45361147
Keluhan Kesehatan Masyarakat,DKI Jakarta,2019,laki_laki,gabungan,27.42923763
Keluhan Kesehatan Masyarakat,Jawa Barat,2019,laki_laki,gabungan,31.045337
Keluhan Kesehatan Masyarakat,Jawa Tengah,2019,laki_laki,gabungan,34.74553188
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2019,laki_laki,gabungan,33.66313183
Keluhan Kesehatan Masyarakat,Jawa Timur,2019,laki_laki,gabungan,34.25831556
Keluhan Kesehatan Masyarakat,Banten,2019,laki_laki,gabungan,32.54713035
Keluhan Kesehatan Masyarakat,Bali,2019,laki_laki,gabungan,28.16618728
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2019,laki_laki,gabungan,43.98117964
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2019,laki_laki,gabungan,38.39520243
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2019,laki_laki,gabungan,26.36936057
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2019,laki_laki,gabungan,25.87879966
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2019,laki_laki,gabungan,32.99243118
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2019,laki_laki,gabungan,24.88101262
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2019,laki_laki,gabungan,26.30777725
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2019,laki_laki,gabungan,27.90731414
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2019,laki_laki,gabungan,30.56178666
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2019,laki_laki,gabungan,28.52450307
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2019,laki_laki,gabungan,27.0597032
Keluhan Kesehatan Masyarakat,Gorontalo,2019,laki_laki,gabungan,35.51228264
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2019,laki_laki,gabungan,26.09742671
Keluhan Kesehatan Masyarakat,Maluku,2019,laki_laki,gabungan,18.09265929
Keluhan Kesehatan Masyarakat,Maluku Utara,2019,laki_laki,gabungan,16.7029438
Keluhan Kesehatan Masyarakat,Papua Barat,2019,laki_laki,gabungan,23.86641841
Keluhan Kesehatan Masyarakat,Papua,2019,laki_laki,gabungan,14.91978953
Keluhan Kesehatan Masyarakat,INDONESIA,2019,laki_laki,gabungan,30.66265051
Keluhan Kesehatan Masyarakat,Aceh,2019,perempuan,perkotaan,29.70107999
Keluhan Kesehatan Masyarakat,Sumatera Utara,2019,perempuan,perkotaan,28.41807368
Keluhan Kesehatan Masyarakat,Sumatera Barat,2019,perempuan,perkotaan,33.80652798
Keluhan Kesehatan Masyarakat,Riau,2019,perempuan,perkotaan,29.80512425
Keluhan Kesehatan Masyarakat,Jambi,2019,perempuan,perkotaan,22.32034543
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2019,perempuan,perkotaan,35.32314144
Keluhan Kesehatan Masyarakat,Bengkulu,2019,perempuan,perkotaan,32.66004201
Keluhan Kesehatan Masyarakat,Lampung,2019,perempuan,perkotaan,33.83417121
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2019,perempuan,perkotaan,37.69488059
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2019,perempuan,perkotaan,23.16322629
Keluhan Kesehatan Masyarakat,DKI Jakarta,2019,perempuan,perkotaan,31.14806305
Keluhan Kesehatan Masyarakat,Jawa Barat,2019,perempuan,perkotaan,33.90254122
Keluhan Kesehatan Masyarakat,Jawa Tengah,2019,perempuan,perkotaan,36.67264815
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2019,perempuan,perkotaan,37.30052646
Keluhan Kesehatan Masyarakat,Jawa Timur,2019,perempuan,perkotaan,36.22958375
Keluhan Kesehatan Masyarakat,Banten,2019,perempuan,perkotaan,34.77188881
Keluhan Kesehatan Masyarakat,Bali,2019,perempuan,perkotaan,27.34208185
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2019,perempuan,perkotaan,41.60571055
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2019,perempuan,perkotaan,41.36251025
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2019,perempuan,perkotaan,27.98271444
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2019,perempuan,perkotaan,30.6061097
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2019,perempuan,perkotaan,36.72166128
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2019,perempuan,perkotaan,31.8648942
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2019,perempuan,perkotaan,29.29057659
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2019,perempuan,perkotaan,27.89133746
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2019,perempuan,perkotaan,38.71847675
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2019,perempuan,perkotaan,33.2839745
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2019,perempuan,perkotaan,31.26442691
Keluhan Kesehatan Masyarakat,Gorontalo,2019,perempuan,perkotaan,38.91046717
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2019,perempuan,perkotaan,25.73385274
Keluhan Kesehatan Masyarakat,Maluku,2019,perempuan,perkotaan,21.59463452
Keluhan Kesehatan Masyarakat,Maluku Utara,2019,perempuan,perkotaan,20.68531528
Keluhan Kesehatan Masyarakat,Papua Barat,2019,perempuan,perkotaan,25.34222017
Keluhan Kesehatan Masyarakat,Papua,2019,perempuan,perkotaan,18.69994258
Keluhan Kesehatan Masyarakat,INDONESIA,2019,perempuan,perkotaan,33.57847589
Keluhan Kesehatan Masyarakat,Aceh,2019,perempuan,perdesaan,32.22312251
Keluhan Kesehatan Masyarakat,Sumatera Utara,2019,perempuan,perdesaan,27.59062902
Keluhan Kesehatan Masyarakat,Sumatera Barat,2019,perempuan,perdesaan,29.97793722
Keluhan Kesehatan Masyarakat,Riau,2019,perempuan,perdesaan,26.49057463
Keluhan Kesehatan Masyarakat,Jambi,2019,perempuan,perdesaan,22.22409442
Keluhan Kesehatan Masyarakat,Sumatera Selatan,2019,perempuan,perdesaan,29.9476494
Keluhan Kesehatan Masyarakat,Bengkulu,2019,perempuan,perdesaan,30.13830719
Keluhan Kesehatan Masyarakat,Lampung,2019,perempuan,perdesaan,38.41512758
Keluhan Kesehatan Masyarakat,Kepulauan Bangka Belitung,2019,perempuan,perdesaan,31.41090275
Keluhan Kesehatan Masyarakat,Kepulauan Riau,2019,perempuan,perdesaan,25.21463972
Keluhan Kesehatan Masyarakat,DKI Jakarta,2019,perempuan,perdesaan,-
Keluhan Kesehatan Masyarakat,Jawa Barat,2019,perempuan,perdesaan,39.16222865
Keluhan Kesehatan Masyarakat,Jawa Tengah,2019,perempuan,perdesaan,41.13178938
Keluhan Kesehatan Masyarakat,DI Yogyakarta,2019,perempuan,perdesaan,38.55200586
Keluhan Kesehatan Masyarakat,Jawa Timur,2019,perempuan,perdesaan,37.61218166
Keluhan Kesehatan Masyarakat,Banten,2019,perempuan,perdesaan,39.31096176
Keluhan Kesehatan Masyarakat,Bali,2019,perempuan,perdesaan,32.13086861
Keluhan Kesehatan Masyarakat,Nusa Tenggara Barat,2019,perempuan,perdesaan,47.65940059
Keluhan Kesehatan Masyarakat,Nusa Tenggara Timur,2019,perempuan,perdesaan,42.65417784
Keluhan Kesehatan Masyarakat,Kalimantan Barat,2019,perempuan,perdesaan,29.09368907
Keluhan Kesehatan Masyarakat,Kalimantan Tengah,2019,perempuan,perdesaan,27.14354627
Keluhan Kesehatan Masyarakat,Kalimantan Selatan,2019,perempuan,perdesaan,37.64533013
Keluhan Kesehatan Masyarakat,Kalimantan Timur,2019,perempuan,perdesaan,25.90973316
Keluhan Kesehatan Masyarakat,Kalimantan Utara,2019,perempuan,perdesaan,30.01171518
Keluhan Kesehatan Masyarakat,Sulawesi Utara,2019,perempuan,perdesaan,31.91287542
Keluhan Kesehatan Masyarakat,Sulawesi Tengah,2019,perempuan,perdesaan,32.25123366
Keluhan Kesehatan Masyarakat,Sulawesi Selatan,2019,perempuan,perdesaan,30.41040683
Keluhan Kesehatan Masyarakat,Sulawesi Tenggara,2019,perempuan,perdesaan,29.07897539
Keluhan Kesehatan Masyarakat,Gorontalo,2019,perempuan,perdesaan,38.09337338
Keluhan Kesehatan Masyarakat,Sulawesi Barat,2019,perempuan,perdesaan,27.95800936
